#r=3.8,x0=0.6,x=rx(1-x)
#i	x_i
111	0.8152165002278698
112	0.5724265203395547
113	0.9300667167757154
114	0.24716195266267504
115	0.7070771029108648
116	0.7870524791101638
117	0.6368833220994939
118	0.8787992332978235
119	0.4047423352413281
120	0.915518713757953
121	0.29390795436435796
122	0.7885990611577225
123	0.6335002112157483
124	0.8822752357003322
125	0.3946894478469708
126	0.9078568128998517
127	0.3178807166504665
128	0.8239637532025589
129	0.5511804491214638
130	0.9400461341853559
131	0.21416571919639033
132	0.6395353028864362
133	0.8760136171438839
134	0.4127322869450162
135	0.9210605157809814
136	0.276290559790965
137	0.7598255281731687
138	0.6934646406562287
139	0.8077714446998739
140	0.5900516037439393
141	0.9191846929199492
142	0.28227993424211
143	0.7698722972722442
144	0.6732419840270056
145	0.8359514168874695
146	0.5211192528669462
147	0.9483051132016995
148	0.18628559681340323
149	0.5760164382864541
150	0.9280417042189184
151	0.2537651379075831
152	0.7195998922232479
153	0.766748371875044
154	0.6796121631876503
155	0.827409989173201
156	0.5426502561604968
157	0.9430876314678872
158	0.20395873319267552
159	0.6169663597190351
160	0.8980117086374936
161	0.3480293831923591
162	0.8622387401829996
163	0.4513757614204065
164	0.941015597005708
165	0.21091992415125593
166	0.6324442970396806
167	0.8833423310903264
168	0.3915848973380912
169	0.9053354289562695
170	0.3256721221247806
171	0.8345172057829858
172	0.5247733083335453
173	0.9476678761380021
174	0.18845519616154363
175	0.5811713737647795
176	0.9249625907083262
177	0.26374582669417695
178	0.737899069263212
179	0.7349353248060503
180	0.7402604940014474
181	0.7306446010842856
182	0.7478516583645487
183	0.7165643106945835
184	0.7717796174668435
185	0.6693161902123895
186	0.8410617053814553
187	0.5079722698647148
188	0.9497584830701759
189	0.1813257662443745
190	0.5640975844130068
191	0.9343876987551862
192	0.23296784324665956
193	0.6790365435867058
194	0.8281944810299972
195	0.5406958539615132
196	0.943706620387304
197	0.20187285309301214
198	0.6122567762529771
199	0.9021139815040983
200	0.33555651433990247
201	0.8472416920910377
202	0.4918081876402612
203	0.9497449979989988
204	0.18137185974454612
205	0.564209211301933
206	0.9343332732991381
207	0.23314750927997369
208	0.6794010431467693
209	0.8276980097278338
210	0.5419332547975828
211	0.9433180881399077
212	0.2031824763663127
213	0.6152175591230687
214	0.8995546734649442
215	0.34335303906682285
216	0.8567545725955187
217	0.4663594647423174
218	0.9456995946727911
219	0.19513711097233702
220	0.596822751796086
221	0.9143763479916074
222	0.2975105204555255
223	0.7941924405604697
224	0.6211130700848831
225	0.8942601721675338
226	0.359323883241221
227	0.8747988746599473
228	0.41619805350382094
229	0.9233134883011157
230	0.26906162436489645
231	0.7473363733042752
232	0.7175339300746153
233	0.770180159211911
234	0.6726101899592605
235	0.8367817448244663
236	0.5189966141413546
237	0.948628688874425
238	0.1851827381714947
239	0.5733823482882489
240	0.9295371176468681
241	0.24889188534175832
242	0.7103899160605767
243	0.7817971162360894
244	0.6482434640678909
245	0.8664907263723772
246	0.43960128043557983
247	0.9361375797649185
248	0.22717924376383747
249	0.6671615728735678
250	0.8438166325068525
251	0.5008024682042622
252	0.9499975529701684
253	0.1805083688192698
254	0.5621153709008098
255	0.9353383866518483
256	0.22982585860799007
257	0.6726225466277428
258	0.8367655343038605
259	0.5190381046391345
260	0.9486226921726476
261	0.18520318425751028
262	0.5734312662338782
263	0.9295098267292993
264	0.2489809732232758
265	0.7105599031450516
266	0.7815252033126767
267	0.6488255276190729
268	0.8658336568498375
269	0.4414297949603263
270	0.9369642181101202
271	0.2244366339473629
272	0.6614463589010132
273	0.8509532781508998
274	0.4819608269095211
275	0.9487634352900047
276	0.1847232407575122
277	0.5722821473099067
278	0.9301461064850218
279	0.24690244288794977
280	0.7065781810188673
281	0.7878367294823572
282	0.6351700652114213
283	0.8805704031888124
284	0.39963143922347805
285	0.9117193776290685
286	0.30585118552198337
287	0.8067637037797665
288	0.5924049141646148
289	0.9175530609852747
290	0.28746787679494445
291	0.7783543671026141
292	0.655571615996632
293	0.8580303947255464
294	0.4628940985201438
295	0.9447679778863954
296	0.19828949421801806
297	0.6040889286629665
298	0.9088288807332243
299	0.31486399585799235
300	0.8197537078872559
301	0.5614787519109354
302	0.9356373796411999
303	0.22883627914552657
304	0.6705868986709574
305	0.8394204180069331
306	0.5122163633919954
307	0.9494328897688038
308	0.18243829485743657
309	0.5667873410224009
310	0.9330499141007985
311	0.2373775332097059
312	0.6879118717605273
313	0.8158186881155296
314	0.5709825137005462
315	0.9308536344452567
316	0.2445875536041898
317	0.702105032459208
318	0.7947835122477175
319	0.6197901874462192
320	0.8954711817680788
321	0.3556896686856448
322	0.8708632074485759
323	0.4273498291716272
324	0.9299434201787113
325	0.24756489069112186
326	0.707850759235216
327	0.7858326351643082
328	0.6395388777651043
329	0.87600982604981
330	0.41274312071316804
331	0.9210677006650684
332	0.276267567535203
333	0.7597864349208631
334	0.693541831278211
335	0.8076579262728106
336	0.5903170815257525
337	0.9190027341817482
338	0.2828594932432333
339	0.7708300012365752
340	0.6712742196347474
341	0.8385275384163315
342	0.5145166017883609
343	0.949199219435569
344	0.18323623278220716
345	0.5687107199563693
346	0.9320595804596941
347	0.24063317194537398
348	0.6943696243185518
349	0.8064377067406072
350	0.5931645411727189
351	0.9170173994186916
352	0.2891666566118713
353	0.7810873449999769
354	0.6497616370272831
355	0.8647715178846516
356	0.4443786110124838
357	0.9382437921309775
358	0.2201810389029101
359	0.6524651262400721
360	0.8616666640662756
361	0.45294945159205274
362	0.9415877343991435
363	0.20900103674727982
364	0.6282144928661996
365	0.8875319665124404
366	0.379312104737803
367	0.8946508413612877
368	0.35815271096874535
369	0.873541517059038
370	0.4197735931262831
371	0.9255421498325046
372	0.26187273912053477
373	0.7345225489789637
374	0.7409968612775563
375	0.7292979488465919
376	0.7502053124880337
377	0.7121097460905085
378	0.779035931330996
379	0.654128006299726
380	0.8597293191614722
381	0.45826030435536985
382	0.9433796316684757
383	0.20297510844180186
384	0.6147496124203944
385	0.8999636005076032
386	0.3421106494221788
387	0.8552696213016325
388	0.4703772854847395
389	0.9466654801820401
390	0.19186180549224063
391	0.5891932417248933
392	0.919769349396298
393	0.28041603456815317
394	0.7667749520758568
395	0.6795582747907124
396	0.8274835386258954
397	0.5424672213304342
398	0.9431468334273932
399	0.20375935928844185
400	0.6165176346050609
401	0.8984098351389578
402	0.34682449240528423
403	0.8608416027177844
404	0.4552146834426304
405	0.9423782465992535
406	0.2063456503559262
407	0.622315067153441
408	0.8931482925195471
409	0.36265079633806563
410	0.8783137457630434
411	0.40613909711359425
412	0.9165224974555249
413	0.2907342346309664
414	0.7835897898891476
415	0.6443919580683906
416	0.8707736572916693
417	0.427602201222527
418	0.9300825231822707
419	0.24711028836205204
420	0.706977816241167
421	0.7872086976193433
422	0.6365424232448423
423	0.87915343328682
424	0.4037221613019042
425	0.914776195547369
426	0.29625068890755274
427	0.7922476292715419
428	0.6254470281036209
429	0.8901995639318836
430	0.37142834116799794
431	0.8871834484717115
432	0.3803381134723034
433	0.8955879250680041
434	0.35533873545348643
435	0.8704778504512537
436	0.4284354168350703
437	0.9305383396584334
438	0.24561960471980598
439	0.7041043350889504
440	0.7916973975120103
441	0.626667987481937
442	0.8890298395996482
443	0.37489197882407355
444	0.890522335542287
445	0.3704707606818701
446	0.8862442694143332
447	0.38309838450943434
448	0.8980692467236445
449	0.34785532428890686
450	0.8620375910805119
451	0.4519293740495561
452	0.9412190166987836
453	0.21023796135276235
454	0.6309442516441877
455	0.8848436912531059
456	0.3872022665501995
457	0.9016513510486335
458	0.3369695303630681
459	0.8490000506858534
460	0.48715606556083274
461	0.9493731267228651
462	0.18264241332140008
463	0.5672798162746328
464	0.9327990200237963
465	0.23820303141247784
466	0.689556919505859
467	0.8134590622163073
468	0.5766249819949981
469	0.9276887261102117
470	0.25491294352125243
471	0.721742872037016
472	0.763154375062947
473	0.6868491445638731
474	0.8173321092678455
475	0.5673412632249566
476	0.9327675862156151
477	0.2383064220202187
478	0.6897625907277325
479	0.8131626048091365
480	0.577330895206795
481	0.9272757440567595
482	0.25625466645482164
483	0.724235207024809
484	0.7589305733360558
485	0.6952288411290733
486	0.8051656584473162
487	0.5961208994367805
488	0.9148909362275645
489	0.29588894193761717
490	0.7916869687112874
491	0.6266911066792776
492	0.8890075812558436
493	0.3749577865568174
494	0.8905848904574722
495	0.3702850847160327
496	0.8860613548609181
497	0.38363519507521865
498	0.8985450822643068
499	0.34641490613116016
500	0.8603641519769387
501	0.4565231762857789
502	0.9428171100389456
503	0.20486942681567397
504	0.6190121901331864
505	0.8961771746788686
506	0.3535658558011831
507	0.8685167573684883
508	0.43394251824673585
509	0.9334183545967853
510	0.2361644136147379
511	0.6854849767556307
512	0.81926222891226
513	0.5626721909219077
514	0.9350743466431821
515	0.23069918899343117
516	0.6744128781265764
517	0.8344045621856951
518	0.5250596373996955
519	0.9476136553789039
520	0.1886396589696764
521	0.5816080045272263
522	0.9246925076689199
523	0.2646178409335609
524	0.7394619089342419
525	0.7321003778443615
526	0.7452917754971174
527	0.7213613905191925
528	0.7637967121921564
529	0.6855629196191126
530	0.8191523308772367
531	0.5629388008433819
532	0.934947087923909
533	0.23111991668474316
534	0.675273303026246
535	0.833261223135825
536	0.5279604371852528
537	0.9470292130191562
538	0.19062655428840064
539	0.5862946701364219
540	0.9217022736429753
541	0.27423533113651166
542	0.7563151943132459
543	0.7003495804238193
544	0.7974681733711982
545	0.6137482061585704
546	0.900833113263688
547	0.33946469818309005
548	0.8520679841081038
549	0.4789829113510127
550	0.9483214715419382
551	0.18622986098699001
552	0.5758835394822743
553	0.9281184160554399
554	0.25351556296988886
555	0.7191326047474068
556	0.7675274258391437
557	0.6780304904107496
558	0.8295595490396104
559	0.5372839138198728
560	0.9447176571270347
561	0.19845958066987654
562	0.6044788269388105
563	0.9085198639416624
564	0.31582377890732544
565	0.8211006544192845
566	0.5581986049797275
567	0.9371291050379719
568	0.22388895300906667
569	0.6602982209723682
570	0.8523570253417564
571	0.4782092014307736
572	0.9481956121713185
573	0.1866586342754327
574	0.5769053163982792
575	0.9275251747767861
576	0.2554444547418983
577	0.7227318240773477
578	0.7614840312640743
579	0.6901791852967768
580	0.812561134423446
581	0.5787610415421284
582	0.9264274536737567
583	0.2590065816626012
584	0.7293042548086108
585	0.7501943231613372
586	0.7121306424997934
587	0.7790022439479745
588	0.6541994419135808
589	0.8596456220314528
590	0.45848910090371575
591	0.9434520119736287
592	0.2027311896908545
593	0.614198766786064
594	0.9004428383252602
595	0.3406530262892362
596	0.8535124594830404
597	0.4751099757629564
598	0.9476458494352215
599	0.18853013523699236
600	0.5813487887091521
601	0.9248530233871041
602	0.26409965237157984
603	0.7385338987574039
604	0.7337860007456517
605	0.7423076022503456
606	0.7268906983884155
607	0.7543783217423049
608	0.7041083438247598
609	0.7916911791282317
610	0.626681772871371
611	0.8890165680042322
612	0.3749312173091925
613	0.8905596384657103
614	0.37036004144582796
615	0.8861352283550757
616	0.3834184246080593
617	0.8983531978607063
618	0.346995973065766
619	0.861041117419251
620	0.45466738382410254
621	0.9421908248604652
622	0.20697564275504116
623	0.6237195590324792
624	0.8918351887086736
625	0.3665677025806249
626	0.8823441236204722
627	0.39448929030499363
628	0.907696462530693
629	0.318377658871845
630	0.8246506357718867
631	0.5494874658330572
632	0.9406937647566035
633	0.2119982216776754
634	0.6348089075960787
635	0.8809409220444573
636	0.3985592528652911
637	0.9108971443188578
638	0.30842143980430936
639	0.8105310900387153
640	0.5835676800535958
641	0.9234624828317474
642	0.26858219740909384
643	0.7464940424471862
644	0.7191146107445701
645	0.767557391961371
646	0.6779695596259514
647	0.8296419762168706
648	0.5370774365601771
649	0.9447760020528788
650	0.19826237039185862
651	0.6040267309381482
652	0.9088780691512239
653	0.31471115335523436
654	0.8195385645743996
655	0.5620014018489826
656	0.9353921394412916
657	0.22964800266839247
658	0.6722572306474798
659	0.8372442966607117
660	0.5178118806053232
661	0.9487944002553464
662	0.18461762793788675
663	0.5720290456914041
664	0.9302849029917853
665	0.2464486285779295
666	0.7057044677899516
667	0.7892055533387606
668	0.6321685620884808
669	0.8836195905427607
670	0.39077683705685745
671	0.9046671425714439
672	0.32772911414763833
673	0.8372264191730416
674	0.5178577004045665
675	0.9487881896377908
676	0.18463881119821052
677	0.572079818270584
678	0.9302570992327023
679	0.2465395485274702
680	0.7058796382494972
681	0.7889315833061734
682	0.6327704526391135
683	0.8830136262428188
684	0.39254213602684007
685	0.9061206683872383
686	0.32325081029307084
687	0.831286950964187
688	0.5329460332592388
689	0.9458753237914284
690	0.1945417434087779
691	0.5954419632249541
692	0.9153851602919127
693	0.2943296407151954
694	0.7892588725843057
695	0.6320513575987743
696	0.8837372680340183
697	0.3904336946627943
698	0.9043818539920659
699	0.32860620141536995
700	0.8383718300655788
701	0.5149171175486701
702	0.9491544224953488
703	0.18338915806090503
704	0.5690787841131462
705	0.9318668620247075
706	0.24126585124274263
707	0.6956152330140581
708	0.8045917863288518
709	0.5974506060637966
710	0.9139128416356351
711	0.2989694062106318
712	0.7964294613706372
713	0.6160923828397529
714	0.8987857228570354
715	0.3456857995324887
716	0.8595110846294763
717	0.4588567641084425
718	0.9435674897334123
719	0.2023419517960768
720	0.6133188080898375
721	0.9012036213857746
722	0.3383354859103721
723	0.850685422559825
724	0.4826749907353404
725	0.9488594074051218
726	0.1843958830589071
727	0.5714973572053653
728	0.9305748860680638
729	0.24550001645240063
730	0.7038730818222323
731	0.7920559127315604
732	0.6258727065864336
733	0.8897930345991012
734	0.37263328267649076
735	0.8883553334092865
736	0.37688451304773524
737	0.8924017921155255
738	0.3648791674691908
739	0.8806209703414879
740	0.39948517235795594
741	0.9116077238115425
742	0.3062005104549875
743	0.8072786798379518
744	0.591203289084773
745	0.9183914482284533
746	0.28480466498733037
747	0.7740256775973826
748	0.6646577264657222
749	0.8469737658375297
750	0.4925149821179878
751	0.9497871031277627
752	0.18122793506775434
753	0.5638606083515622
754	0.9345029262636798
755	0.23258738685953703
756	0.6782638784668785
757	0.8292435606089947
758	0.5380749756305425
759	0.9444911256767876
760	0.19922502893941235
761	0.60623078377731
762	0.9071170781966219
763	0.32017160163445346
764	0.8271146391368728
765	0.5433848488769433
766	0.9428474685741142
767	0.20476725439449606
768	0.618782978504496
769	0.8963842952668816
770	0.352942063769955
771	0.8678210608886882
772	0.43588913523353584
773	0.9343812286718053
774	0.23298920307477666
775	0.6790798904363571
776	0.8281354927969489
777	0.5408429737942334
778	0.9436610356682456
779	0.20202656463316304
780	0.6126049608996047
781	0.9018164665670342
782	0.3364654033432173
783	0.8483744556459528
784	0.488813906882867
785	0.9495245110189444
786	0.1821253131740799
787	0.5660315972062282
788	0.9334313470474987
789	0.23612161610704463
790	0.6853991543533599
791	0.8193831835472243
792	0.5623786518555122
793	0.9352138344122174
794	0.23023788967761705
795	0.673467934570775
796	0.8356537275678474
797	0.5218789856452752
798	0.9481809779511086
799	0.18670848181059416
800	0.5770240135961933
801	0.9274557450522269
802	0.2556700268830131
803	0.7231508840992793
804	0.760773995117698
805	0.6915883091873481
806	0.8105168951743856
807	0.5836011796827865
808	0.9234412024714564
809	0.2686506825882027
810	0.7466144746657627
811	0.7188889433642536
812	0.7679329957969463
813	0.6772052571004394
814	0.8306735280526752
815	0.534489067811747
816	0.9454799159656114
817	0.19588104899083275
818	0.5985443218209182
819	0.91309826322005
820	0.30152933471339727
821	0.8003157010786346
822	0.6072798228054631
823	0.906265950551548
824	0.32280231420529915
825	0.8306837245662093
826	0.5344634423666738
827	0.9454866303329079
828	0.19585831633959797
829	0.5984917777888206
830	0.9131376048903909
831	0.30140581381663883
832	0.8001293270138402
833	0.6077050708516336
834	0.9059185473088094
835	0.3238745052126823
836	0.8321232783265056
837	0.5308376863758871
838	0.9463863409761333
839	0.19280909144176925
840	0.591408233656841
841	0.9182492323149982
842	0.2852568027380757
843	0.7747643650729596
844	0.6631172660070027
845	0.8488924786155227
846	0.4874413457889646
847	0.949400664776749
848	0.18254836149322104
849	0.567052937395573
850	0.9329148336291764
851	0.23782203793052564
852	0.6887983215793696
853	0.8145497363214892
854	0.5740221608443101
855	0.9291787348749685
856	0.2500613314182617
857	0.7126165154008343
858	0.7782180260394659
859	0.6558599739494717
860	0.8576891403777859
861	0.46382221965204223
862	0.9450264391945605
863	0.19741557998767845
864	0.6020821413100665
865	0.910401098417096
866	0.30996956598855596
867	0.8127760497678044
868	0.5782503422282622
869	0.9267321589764073
870	0.25801872508227025
871	0.7274912378389222
872	0.7533413994847568
873	0.7061089141669986
874	0.788572638903423
875	0.6335581618899956
876	0.8822164260917498
877	0.3948602937774699
878	0.9079934402666722
879	0.31745714025758853
880	0.8233767965568367
881	0.5526243003048252
882	0.9394765954662249
883	0.21606922374218132
884	0.6436565943158036
885	0.8715785750564216
886	0.4253315777243493
887	0.9288135815164873
888	0.25125186676661104
889	0.7148725916090358
890	0.7745531236258226
891	0.6635582127677543
892	0.8483451019376285
893	0.4888916218330403
894	0.9495310949510991
895	0.18210281975385048
896	0.5659772546078791
897	0.933458607122747
898	0.23603181646259072
899	0.6852190327038503
900	0.8196368577121501
901	0.5617626609292302
902	0.9355044201167756
903	0.22927642022325387
904	0.6714932247408824
905	0.8382422806982982
906	0.5152502062824519
907	0.949116238591702
908	0.18351949608631724
909	0.5693923444416574
910	0.9317018696249835
911	0.24180728389671635
912	0.6966787811345948
913	0.8030063367953585
914	0.6011112074750595
915	0.9111507901471547
916	0.30762910549320727
917	0.8093750679972944
918	0.5862908557463439
919	0.9217047752153419
920	0.27422731373019626
921	0.7563014377111638
922	0.7003763775033237
923	0.7974273678868529
924	0.613840451161215
925	0.9007533363817618
926	0.33970770083976853
927	0.8523642395537221
928	0.47818988219816316
929	0.948192411293586
930	0.18666953734359595
931	0.5769312804517904
932	0.9275099967345822
933	0.25549377022959047
934	0.7228234736931468
935	0.761328858371014
936	0.6904874655735094
937	0.812115196745648
938	0.5798195950496166
939	0.9257895625352378
940	0.26107234405699303
941	0.7330715858572042
942	0.7435750162908299
943	0.7245506034679035
944	0.7583927006323614
945	0.6962862065876764
946	0.803592555392996
947	0.5997599291778125
948	0.9121822348156637
949	0.30440206014898713
950	0.8046174945189503
951	0.5973910917253897
952	0.9139569059596395
953	0.2988307840316242
954	0.7962175968773422
955	0.6165695141408072
956	0.8983638838173094
957	0.3469636210659591
958	0.8610034935464752
959	0.4547706150595121
960	0.9422263504040397
961	0.20685624903162933
962	0.6234536168191367
963	0.8920849770782404
964	0.3658236088483116
965	0.8815874450185346
966	0.396685882856062
967	0.9094395341553208
968	0.31296521790856097
969	0.81706836309443
970	0.5679770818735511
971	0.9324406420918347
972	0.23938134605536637
973	0.6918960854211317
974	0.8100683911201737
975	0.5846588527469586
976	0.9227649388759612
977	0.2708252645373781
978	0.7504199743774216
979	0.7117013784446837
980	0.779693600185559
981	0.6527316620579144
982	0.8613575497391026
983	0.4537987407368975
984	0.9418886858415135
985	0.2079906794359886
986	0.6259761154742288
987	0.8896940696540903
988	0.3729264218904456
989	0.888638761836453
990	0.3760476686332694
991	0.8916161142852583
992	0.3672199123220388
993	0.8830039036016852
994	0.39257043733830976
995	0.9061437784520083
996	0.3231794786539587
997	0.8311911122774738
998	0.5331872991639571
999	0.9458146920619676
